,sp500,nasdaq,russell2000,eurostoxx,nikkei,ftse
2019-07-11,3886.663631304928,11645.890611196804,1687.9180166922706,457.28917761311345,22876.725236393155,8582.857140349062
2019-07-12,3936.716719540413,11730.524251573544,1669.0734095481323,456.89998019370285,22950.875897001304,8656.577296335996
2019-07-15,3875.9169776754484,11750.172506371735,1697.2335963670616,455.45654484185826,23141.712402153185,8621.799756131575
2019-07-16,3854.623657889675,11729.397484106606,1732.594992930131,459.6428910940185,23012.411131810848,8590.815269763054
2019-07-17,3856.753094608506,11715.142988924694,1731.3167822928053,454.6247347613009,23210.55626817611,8762.387385963542
2019-07-18,3860.4933966596977,11694.771534229363,1708.4121888873965,451.2747685829713,22622.826300146528,8745.571142319042
2019-07-19,3845.0488955509263,11860.898584212317,1748.4817641923546,451.7173439890671,22477.13754826055,8806.057165405198
2019-07-22,3870.9203044433693,11952.496516406252,1779.8475448043478,456.499987156105,22288.810678453407,8809.204748485558
2019-07-23,3831.5290286202344,11537.928195363635,1793.8521272437,458.9271293190115,22032.30419988124,8665.312319533741
2019-07-24,3827.9894818351536,11635.663785035456,1778.5390415945865,460.20443890573273,21996.12559293417,8508.455773169966
2019-07-25,3834.50838070511,11669.835801968777,1778.2912506457192,460.70200152253324,22085.531588273498,8466.671955243419
2019-07-26,3856.1518351010463,11674.217766060567,1775.865730926154,462.6841067202127,22241.792687039197,8549.686922474699
2019-07-29,3885.520861198874,11626.794508390292,1783.0390996514136,463.7559278950015,22301.5859476334,8612.908650361971
2019-07-30,3843.7654185372894,11790.608516289869,1812.211430567499,459.1184971934169,22169.469391802493,8686.34829099067
2019-07-31,3786.7195512709422,11931.745844284233,1830.466900895762,459.4677909724554,22256.055716481867,8611.789753472176
2019-08-01,3836.9949490634663,11828.24353297647,1809.5059739200076,454.67237774669604,22291.2361775874,8739.613277778393
2019-08-02,3851.6643183926844,11893.117042089425,1837.628340352866,455.17743938576467,22498.378238650454,8666.340013080193
2019-08-05,3824.7609616953587,11761.580585091073,1844.6930171314057,453.1261916250538,22673.435840141323,8685.539592501696
2019-08-06,3886.001197392559,11573.919650780283,1859.3725745734969,464.7687327206838,22689.069762126215,8687.336017364647
2019-08-07,3892.4393156649553,11493.82110495678,1890.111627988901,464.7227467187105,22504.745947545896,8676.347715454594
2019-08-08,3940.288962563817,11619.663753143552,1867.7565543345645,458.33634285988427,22374.150310877503,8783.477437338472
2019-08-09,3944.9195303157926,11759.535461899075,1867.7676089024383,457.85884709228395,22266.23980816916,8730.372579467303
2019-08-12,4028.186837440198,11838.994937487625,1857.5957463830416,460.3741347114622,22208.458244045425,8626.94868078299
2019-08-13,4100.909339626428,11949.111198646362,1826.301845687255,468.21598173954885,22273.895001263085,8631.089265687377
2019-08-14,4092.7500002789407,12030.295126378309,1833.9975342177286,465.5965361928103,22434.136892359984,8602.620130357165
2019-08-15,4134.560345376975,11944.906748550071,1885.399206980612,458.36848531886795,22432.215911426705,8866.689996984896
2019-08-16,4163.311083639811,12013.984986823922,1847.9912743403925,462.25011930128375,22444.625087666514,8923.335442652113
2019-08-19,4222.373128510567,12136.586674048773,1848.074273687081,456.006975171981,22484.159272441608,8893.138293918233
2019-08-20,4183.7416461645935,12253.722891274392,1861.8349835110964,454.15487802866636,22382.9558124659,8811.276919259119
2019-08-21,4214.5361376337505,12435.898504958528,1865.1003818215627,453.12112849032565,22195.135361676697,8664.81062547254
2019-08-22,4261.251088190408,12549.060781115071,1863.5254750609313,452.94154093947253,21833.872689198,8587.460105612367
2019-08-23,4188.437408230863,12609.51435659798,1837.6385345510855,456.198935513234,21698.417113723513,8598.9198645591
2019-08-26,4140.971584754409,12779.00896273715,1843.0791467456602,453.21706287529395,21804.628300873428,8711.960902777542
2019-08-27,4058.598045518572,12782.609383199033,1828.4738434488484,452.1124403172558,21667.74628716237,8802.523498630359
2019-08-28,4049.693204024071,12655.007038529886,1785.1588728619317,452.1835560083896,21627.462331430885,8823.313769430784
2019-08-29,4080.776310595053,12637.836679835484,1809.3308423319977,452.99566843921644,21731.946704801212,8800.298076129968
2019-08-30,4144.124529432839,12532.451886234088,1829.1289819185627,453.57472000373156,21848.137649150198,8824.22882531957
2019-09-02,4149.2671716679615,12438.431686416867,1830.9000740012484,455.6884043938986,21632.811971876275,8785.68687066138
2019-09-03,4218.917415438866,12424.323718071435,1836.245975530313,459.6703897123485,21846.372473703166,8924.195648691979
2019-09-04,4162.801533375231,12313.634932872452,1858.6803073207009,461.61311359881864,22089.08186731571,8911.677575653994
2019-09-05,4093.9745038371975,12275.517603640044,1864.0105121678787,463.8454077908027,21860.822713120815,8907.426342529283
2019-09-06,4093.74738245882,12003.941712057804,1883.292196850599,456.6454919131842,21698.474400564366,8732.463095081077
2019-09-09,4111.516925412931,12041.86845985528,1877.882808745655,457.01184808469,21952.679871946075,8719.723185746825
2019-09-10,4112.228433774028,12049.267775040116,1905.7352306573937,459.3403579459431,21930.83457466309,8787.984293893449
2019-09-11,4029.26660610126,11938.353499164961,1913.2221840030777,462.82648114568224,21477.131870391466,8706.172526046366
2019-09-12,4027.6903554128776,12039.960205254933,1918.071382193591,459.7609463644548,21200.14185272955,8649.96127104603
2019-09-13,3977.164208329448,12182.643867137995,1892.0418646396104,456.8688694412226,21158.39853091017,8714.268535850093
2019-09-16,4005.786767358688,11954.941501585734,1898.7709387715313,454.3830428374324,20933.08475124244,8601.070928180596
2019-09-17,4022.474804773884,11852.694505171858,1882.1538371302681,456.95673155081283,20859.24275426829,8685.53524290297
2019-09-18,3986.6796145760904,11750.409210238735,1869.6918895531148,461.8182076469828,20874.00617598267,8646.543312864296
2019-09-19,3968.1867267438656,11624.928503092859,1853.670253117715,460.0750281449063,21172.325338990122,8618.899328321837
2019-09-20,3928.1392497237644,11747.614488985566,1832.6707934818996,464.39035852331455,21122.373213427312,8534.305644640861
2019-09-23,3927.641197127266,11727.33912060466,1876.2379332237747,465.10310395935494,21346.041130399663,8565.903197343
2019-09-24,3967.119580997034,11697.150861119231,1904.4654257480017,464.6645778831802,21644.3140921028,8758.11219601676
2019-09-25,3929.998209788367,11422.895387059285,1945.457220556503,463.8217496173499,21947.895983133203,8822.339594212228
2019-09-26,3951.7722279296136,11516.848888525097,1920.065414041179,467.4238420363748,22016.04790139174,8756.361133306484
2019-09-27,3932.7935407442556,11352.490777849847,1922.3383706758668,469.08589752903004,21614.227575282795,8848.483177259297
2019-09-30,3903.5778859810985,11367.466887905248,1895.755153276529,479.9021994317635,21717.49681468819,8825.918519499444
2019-10-01,3901.3516614616165,11412.12424593049,1882.005916703741,475.9563252857494,21942.485715043113,8937.746127126493
2019-10-02,3862.9138937464854,11605.307579902095,1863.7515945045932,478.5650500055599,21934.363978200854,9005.316270968231
2019-10-03,3843.4583547544717,11429.999604866507,1889.9101384962012,476.1760484433272,22306.667930961055,8769.48258020377
2019-10-04,3799.340145989386,11022.701331654367,1882.428879207606,472.17956483358563,22497.800804583167,8692.866095324804
2019-10-07,3875.886406795616,11053.633175914727,1905.3044799879253,472.2699063026741,22628.256486701448,8769.358683714005
2019-10-08,3879.1911252164396,11299.091637374924,1918.7279783911806,473.06026170036495,22870.845352362154,8783.958924467019
2019-10-09,3853.987030972124,11473.858712865198,1968.1160869660027,487.0068992353132,22952.425968479707,8705.660440404257
2019-10-10,3864.1607824961925,11509.610258197114,1936.8744356721568,486.2561984780535,22418.0544786793,8658.629801911975
2019-10-11,3861.7523264435445,11448.613533726613,1964.4779288240338,480.9065112115971,22320.719320509084,8512.67881597873
2019-10-14,3855.1499039560595,11566.36791804571,1990.037455648208,482.3637094816967,22583.503297636318,8508.461978909903
2019-10-15,3880.754525854892,11438.183016424573,1969.5258068221667,472.50110795104,22419.273402878975,8680.300642832324
2019-10-16,3912.0919178591794,11510.429934400734,1992.1329432129382,472.2083614667841,22380.645245907257,8745.788307486275
2019-10-17,3893.2942712982876,11587.15433857359,2000.29589639016,472.4256966981705,22167.448450631313,8920.824354556136
2019-10-18,3872.8226198578272,11741.524421130425,1996.0907966262953,476.3213208022751,22551.993045617557,8994.345986903394
2019-10-21,3864.1067668241644,12137.40072467381,1978.798082476801,481.10178755661536,22921.263401792323,9080.21783307606
2019-10-22,3777.090128714071,12201.838083241524,1963.9369052699872,478.82343565472524,22737.96768545041,9244.267478965203
2019-10-23,3721.7485417369685,12134.63568507776,2009.005197893706,478.2459074859931,22778.880815667886,9278.428461523003
2019-10-24,3774.4810391238316,12138.192446952651,2009.8238896280463,474.7254397394457,22640.73388630116,9265.577412283663
2019-10-25,3838.457274089208,11887.79475697909,2027.9191983644976,469.5126574475207,22782.056760163294,9354.470598953088
2019-10-28,3830.8173607507974,11795.824148424897,2011.0876856032028,471.10850645871614,22901.480056423934,9479.676091916359
2019-10-29,3854.81961366653,11744.967758909703,1994.640241453439,465.24986915418623,23087.238608566404,9441.570810607576
2019-10-30,3868.7451554782747,11678.149923526324,2019.1779724029045,463.4603930025438,23169.27276781759,9383.088571579832
2019-10-31,3989.7935801760764,11706.507489926713,1990.0102634489838,458.9871939748366,23824.64713418623,9397.62958421028
2019-11-01,4036.457204907843,11597.999413241101,1981.7171912981382,461.64786556553423,23601.52274370877,9470.775938245573
2019-11-04,4033.3120946726267,11760.978769151301,1983.2516379351266,470.1026235281228,23227.421335041872,9541.644044528786
2019-11-05,3996.788822559738,11768.064579846074,1986.4746174355248,464.124855060496,23149.972822289386,9422.206435035478
2019-11-06,3934.5809500025407,11773.812057236713,1983.3558003692835,455.6637731690216,22814.393396951105,9587.13701984302
2019-11-07,3944.553681934556,11734.549495269646,1992.7847087355437,455.2314080069929,22500.047751408667,9534.690736674964
2019-11-08,3916.6912976040717,11763.443338098183,2008.7696585301226,455.4394387269596,22295.016308939652,9514.805328961913
2019-11-11,3862.9443559792103,11886.973364318414,2025.8060601182276,456.5719312779974,22108.612256941276,9440.362545928996
2019-11-12,3839.899077418061,11770.41490300639,2004.648861915719,454.6711286612855,21916.955527884078,9672.4534770072
2019-11-13,3800.288675144148,11684.521502377087,1999.1847783301093,453.8952810353761,22033.62123615611,9696.427968718877
2019-11-14,3866.305071973025,11648.945495509643,2026.258521240405,455.6995620304442,21936.479493215094,9625.074129952462
2019-11-15,3902.3251071484788,11467.79913842858,2047.0096760094793,460.5775109200653,21907.843866003357,9702.79960609045
2019-11-18,3903.965151318251,11361.938802977256,2016.9156574890724,451.71116920973606,22102.71876758424,9772.87537900095
2019-11-19,3963.693637335154,11303.826457196064,2025.5203822095116,450.1801419067741,21950.650648211442,9759.295546354198
2019-11-20,3968.7421268413636,11429.2160757283,1982.2542991670834,451.2777206813191,21904.264839743322,9836.056899152827
2019-11-21,3936.5443489748404,11472.08404732126,1984.0706069120417,447.27048235623704,21989.137729909246,9765.949148056261
2019-11-22,3998.4710759409622,11505.617854556715,2026.2825764784277,455.14767426335413,21592.346068093157,9725.55459953496
2019-11-25,4022.018473701005,11630.002506700557,2005.9654060379166,452.39216527373253,21111.773808175247,9552.51801943693
2019-11-26,3982.3112509930925,11617.808897283358,1988.3579373664522,452.34107804246275,21189.636449886857,9441.560175543018
2019-11-27,3976.7225280262733,11679.215734712692,2005.8640920277212,454.99189671288616,21297.15553993378,9597.994338837829
2019-11-28,3943.889980948425,11671.756674701353,1972.6252858991977,452.4380964063555,21723.313566315595,9742.663541227845
2019-11-29,3891.325825892815,11715.926665980007,1959.6842617245152,444.21922788903834,21764.629165078102,9751.354950307783
2019-12-02,3929.31207490648,11641.025529621087,1973.3253348432092,442.44832782762506,21942.827660845214,9900.22286998907
2019-12-03,4006.3036695581995,11307.326151319974,1960.3464893165883,447.1358048516519,21910.857177868693,9888.929979011074
2019-12-04,3952.2759573618114,11295.890487624769,1956.0422156161706,445.7635668564508,21981.490301154332,9870.233051060402
2019-12-05,3976.502193129557,11495.52250755963,1972.8368778243967,442.1242001932277,22338.446403191076,9878.214080407715
2019-12-06,3952.617628195558,11630.187781103965,1982.7740708278634,446.3494583059606,21896.63813433196,9870.071524274988
2019-12-09,3935.3397332195573,11771.898942123036,1989.386627031933,445.0069511868413,21991.43644201167,9853.91651778457
2019-12-10,3913.994689608416,11953.581352724586,1982.7612830823532,442.87020218922254,22446.39690507702,9958.275238189906
2019-12-11,3882.1351341092454,11973.470810249351,1991.6255589646116,443.66495973635523,22515.516658078323,9974.718550247819
2019-12-12,3885.959876842388,12009.005539091797,1989.7114883383726,447.2176078314492,22877.576143707458,10041.67221146459
2019-12-13,3855.6124686605012,11927.202322013234,2000.527284830154,458.00321539581086,22749.976109981588,10137.89577956914
2019-12-16,3867.9680419919423,11889.120264578465,1990.3921089195876,461.9293843324157,22752.149843022795,10176.355632558123
2019-12-17,3867.958831994545,11984.105463798254,1987.191043457831,467.42560476369437,22768.49691395579,10090.544104595245
2019-12-18,3860.6503993278943,12164.425663811611,1966.3463320288467,465.2008168796047,22297.93776407681,9970.710891544879
2019-12-19,3827.5428643847945,12151.368912954496,1966.375662620841,460.5680303155912,22059.401352406046,9987.05314307566
2019-12-20,3807.3804659100015,12093.014744247932,1949.6201569192426,460.99327899389584,21838.359240655966,9974.656146662222
2019-12-23,3838.0447741162443,12100.347168465327,1926.5083634172283,461.62562308404426,22017.644040502728,9985.493838589013
2019-12-24,3859.1892224455705,12194.905101351207,1932.7604082735747,456.7854196086044,22208.877286101746,9987.04671915058
2019-12-25,3823.3931104060757,11990.929974857489,1938.0564376133534,456.121735380514,22286.127450142983,10222.263270784379
2019-12-26,3829.102671483467,11667.72439261836,1955.5214484888093,458.0799462757693,22469.519491940944,10102.948642811734
2019-12-27,3859.7886072334204,11597.642880519754,1947.0298287869482,459.86826012993225,22443.467894664667,9925.04060271096
2019-12-30,3797.282986687762,11434.712824941282,1956.5480424281018,462.32528038537606,22708.712672773003,9957.707797004517
2019-12-31,3819.814552322783,11371.848405817376,1969.184942674941,463.8091814739222,22719.69211291855,9926.960357082497
2020-01-01,3796.4134608275826,11358.505090265398,1979.6068773900708,461.596771515802,22741.269196512178,9958.176784106234
2020-01-02,3819.97395221977,11303.541500987047,1962.419553344034,459.36310184584624,22692.986525279288,10013.493930355746
2020-01-03,3792.7276382280234,11507.339950544356,1966.4287731651814,453.99337044495115,22849.61986181853,10132.22334967489
2020-01-06,3726.1697397778034,11559.363911514758,1975.0919601863857,462.2323288113413,22767.329497727653,9997.819078825049
2020-01-07,3667.387830825248,11607.979039487518,1976.0379564255002,462.4331704435981,22987.628411044334,9950.72474116222
2020-01-08,3670.984986222979,11701.614636746512,1931.4758220781448,461.5321052799797,22749.58193675845,9992.108325985737
2020-01-09,3682.354852760129,11548.72137017054,1935.6582125193672,457.38389126436243,22521.182858436696,10064.39295986755
2020-01-10,3650.89588305766,11699.65555305716,1983.5422184498711,470.9483327796183,22677.267136292936,10266.093921661233
2020-01-13,3676.035676786208,11696.038353720738,1976.4799513485789,466.03479680644216,22667.262605476466,10357.475870396567
2020-01-14,3616.795624358634,11797.159580909123,1961.4412156727003,464.1760266867772,22578.588989237665,10355.289434553233
2020-01-15,3616.2140509047526,11652.499426744153,1970.2811059400988,466.24549439895577,22778.534778156794,10275.409541882238
2020-01-16,3574.2292199556623,11442.228848836587,1977.8394201283613,469.1838339568565,22656.23720228623,10226.307380711654
2020-01-17,3552.718217934354,11561.395953828518,2004.5799808036857,473.81905145040616,22622.209529663716,10174.824821649096
2020-01-20,3556.1785182742383,11620.554626264891,1977.6453422339277,482.5259906512905,22931.96787820516,10237.87925558202
2020-01-21,3527.358772268787,11501.738886683228,1994.3469186197965,485.11309068975504,23276.448512280534,10264.6305987108
2020-01-22,3515.5577979312843,11388.608277852718,2008.0972279912064,480.1356809646079,23633.45762851596,10145.42902290888
2020-01-23,3552.6923821546097,11549.247073643062,2005.7605821476154,479.04603644268843,23579.568739414106,10108.670984875007
2020-01-24,3533.9735348438694,11391.334880010598,2014.0354687720414,480.66440903303646,23864.685282495717,10191.541141593272
2020-01-27,3565.2736596844516,11622.7165334451,2037.6480856564003,490.7498348356177,23659.089781073693,10226.85443616376
2020-01-28,3526.7791555935364,11504.078249329705,2058.015334296903,484.03733170937795,23464.716699896373,10282.261503919446
2020-01-29,3547.227568483513,11599.11002427057,2032.9626764425238,490.00346213654683,22950.151169950615,10320.781892795654
2020-01-30,3600.136901798339,11560.329308010485,2052.1167223200805,491.0320498148464,23324.060722567854,10474.95245924423
2020-01-31,3512.9543845188864,11650.942049648469,2051.4773347595697,495.2933758809029,23141.950921459087,10500.347803829056
2020-02-03,3486.7162948940722,11581.85932639384,2053.942420857542,494.93679081842083,23123.389699698186,10467.017545429559
2020-02-04,3508.580520933215,11566.183107540108,2056.4177642797576,490.91576283131195,22932.66610271854,10383.890633947443
2020-02-05,3503.2108003303233,11578.802161507469,2053.841745523114,494.749190393052,23093.28809815823,10410.333056974863
2020-02-06,3517.964428051412,11446.499879453515,2081.586646887448,498.13540735845595,23020.116558107533,10184.779281706216
2020-02-07,3498.475426246075,11555.12592874776,2080.5023534856086,503.1270079067073,22743.972754135615,10170.94223022132
2020-02-10,3503.2539863955767,11490.896035637958,2055.713152522697,503.2110067951859,22848.49937583778,10155.151244974955
2020-02-11,3499.551844433991,11466.268758928207,2047.6366082746054,500.34359965469736,22546.432269606652,10033.490119357855
2020-02-12,3542.168759033993,11336.330794149162,2052.4805832002253,492.6944117727421,22376.08598356843,9952.67645131103
2020-02-13,3552.9518590413963,10994.563049092618,2081.0539096843813,496.8792263999565,21937.169064088044,10028.186589151821
2020-02-14,3566.7231950292908,10975.956585561658,2095.6921293205046,499.1345089490349,21649.186638162824,10052.017629340866
2020-02-17,3553.816045341133,11300.311305016352,2076.923345189057,494.46369489965906,21694.563920316617,10064.241837753654
2020-02-18,3538.264325134633,11413.486764253343,2134.5311530340996,491.9489827233897,21298.354095687042,10095.009511316
2020-02-19,3524.728405252129,11417.696919241818,2141.601848143518,489.8003521910398,21007.186759277407,10106.453701601586
2020-02-20,3540.3941361622883,11388.528243664385,2172.5036596604177,482.6836293259089,21015.11687347674,10222.5340342529
2020-02-21,3527.2598233572558,11398.431602068295,2169.747059340413,478.88161534641387,20914.995276907208,10236.956625560246
2020-02-24,3539.244565374432,11480.106258779642,2183.344759344638,473.59557470305555,21319.163924926866,10105.67873297504
2020-02-25,3614.4676976329156,11324.324043437218,2204.379438008102,471.7841710285863,21699.11443081432,10256.972564057083
2020-02-26,3647.761452493371,11482.545917372028,2234.8001868981996,468.44064841099186,21528.879162641686,10294.236785478519
2020-02-27,3637.692772487142,11588.00823055826,2261.687182724233,460.9596282045282,21651.43892471066,10242.731799630383
2020-02-28,3683.208090902053,11694.829140703472,2284.2908621319543,470.42124049992367,21814.218432698,10130.260300431046
2020-03-02,3670.019429791396,11763.380824360576,2277.2873313275045,476.4545845167482,21699.125544051378,10169.395805555701
2020-03-03,3597.0548730619194,11773.207951434659,2263.8759160611203,472.8858471439954,21399.511730479226,10161.722507834133
2020-03-04,3562.5919827269254,11875.33269924748,2273.064269880909,474.3159551275056,21405.571317474194,10308.735410022826
2020-03-05,3497.724595726319,11966.793775678576,2297.3051564739358,476.4383534421537,21378.984872019253,10279.73523095068
2020-03-06,3487.178484435575,11923.133065831673,2292.5958469787015,482.25607478275145,21299.032541377328,10205.346676271183
2020-03-09,3489.5643554340727,11848.217382490611,2320.3749823915573,478.45297913564104,21397.050907395915,10290.685478899579
2020-03-10,3549.8094965021446,11869.808099256576,2358.379903492035,483.8217324726881,21253.00743138039,10379.468748978677
2020-03-11,3563.189700210941,12097.56884739768,2335.551894205819,481.31599405730617,21028.91621617644,10398.337193999612
2020-03-12,3557.164327585421,11924.945190821869,2314.984725877935,475.03066944566143,21059.119800781846,10464.75359296517
2020-03-13,3588.446229214075,11722.098257613434,2312.3360924784256,478.61304939190757,21144.761257681963,10464.343541153297
2020-03-16,3510.895050709768,11752.307629807781,2321.0853695421492,484.9343715607004,20916.860336158697,10489.508047048868
2020-03-17,3520.9226780945082,11766.535589507095,2308.6205906589757,497.62951198952265,21109.648126342465,10602.636530599517
2020-03-18,3549.8247068626592,11798.071081216307,2343.8829913141853,491.80861386123604,20763.036764181594,10665.487528662648
2020-03-19,3499.1123993511246,11839.68804989801,2355.754138653535,495.3935036605936,20657.309764414043,10652.438625222623
2020-03-20,3540.8831950947338,11815.080121925028,2357.718643327655,493.5119929720183,20614.939946905888,10785.287987985945
2020-03-23,3554.6393991012496,12033.403440771906,2321.421553584864,497.526015754337,20498.586643408038,10558.972758172911
2020-03-24,3541.654730993577,11809.451601521034,2288.7499270414687,490.3592054827386,20396.748137844785,10757.150525738063
2020-03-25,3565.8365072568963,11699.128126288188,2296.74018592417,484.3142054051918,20767.463269246397,10595.216341925361
2020-03-26,3648.588620401789,11691.651715140364,2243.7806831744647,480.7018276820557,20607.89856593183,10538.597249523555
2020-03-27,3657.0484661984046,11468.127610782687,2269.6716942947455,481.2256198410985,21094.071996877883,10537.877907883634
2020-03-30,3667.9545375755893,11450.807838337814,2266.63103262939,478.2849402284665,21190.10707142903,10527.146912440016
2020-03-31,3652.9393658858426,11685.980430203412,2348.3975318748835,481.58058338539445,21217.11436731071,10625.656788367696
2020-04-01,3623.7215360478417,11695.92096758332,2408.955843981563,486.6703826537697,21321.593450477103,10527.68260577653
2020-04-02,3655.6224546214985,11735.3176348891,2405.1112955659187,489.7343500828507,21842.57195167928,10555.548343155484
2020-04-03,3626.1550732785017,11564.897619970885,2403.2600644989734,497.8090295141903,21645.134027008906,10503.784895860226
2020-04-06,3630.563253556827,11486.298679572335,2430.5404227538725,500.0283947315977,21423.401918414125,10534.836907577208
2020-04-07,3615.0368794434735,11441.475046525336,2477.0485675516375,494.0935741637617,21278.339160905532,10531.856071911528
2020-04-08,3634.1596952290215,11404.718379335962,2433.40713414503,500.97815798106166,21293.348048006595,10543.82469299516
2020-04-09,3648.1025888252266,11586.96264889926,2386.563730180475,498.09675086640954,20952.76465771338,10494.8030411526
2020-04-10,3687.7771616862074,11671.458172371564,2371.1885729082414,502.78094485789006,20965.592417405176,10449.77429581309
2020-04-13,3670.8127819892306,11522.793026618105,2387.336636017891,510.8442149048951,21311.28773429089,10479.926624498628
2020-04-14,3662.741584760091,11563.791784937408,2401.3398204592722,513.330432452347,21350.465770818286,10572.081225778502
2020-04-15,3628.7233699179696,11639.8660507565,2430.558089117533,505.8041930762907,21299.64073382867,10518.327330694636
2020-04-16,3614.4155582435765,11806.10415542239,2399.4550325004916,501.3115786946704,21183.07793313038,10439.24099622093
2020-04-17,3629.859973744641,12037.108153525753,2339.282500985538,508.09304333731706,21372.366977186415,10500.009295119064
2020-04-20,3659.152530532926,11897.704835541294,2362.2967275052742,507.38617064986187,21213.240913608694,10500.087677294501
2020-04-21,3627.23867100285,11789.075338457871,2341.72074739734,507.94213161285063,21593.82260408711,10581.720432601825
2020-04-22,3660.5949725577548,11618.240622188296,2290.663351681804,511.94890316699474,21999.072093637995,10498.630912806897
2020-04-23,3712.049681349537,11592.584778159904,2295.234831294272,515.6673050928661,22061.53037610912,10333.645449491618
2020-04-24,3729.252615197915,11664.415916940088,2316.178694363078,517.259684763526,22067.941603838393,10287.17466628394
2020-04-27,3801.10769842726,11809.61473189801,2313.995398422766,516.3355053097789,22292.841914866054,10219.308390356578
2020-04-28,3773.5956914597487,11805.93707280461,2303.2669469353177,514.8759877621554,22533.617666050464,10215.127716251654
2020-04-29,3728.514253047768,11767.707438259024,2300.150662333285,519.4475656092028,22370.09297277482,10159.64315777323
2020-04-30,3664.058672172049,11796.198186572386,2291.6943645479782,522.4789033319715,22267.139680770113,10230.447260915516
2020-05-01,3720.706642842791,11685.057771303487,2258.6286106284347,521.2913087814702,21996.32003381371,10206.9852405274
2020-05-04,3746.9140226086597,11985.065374106818,2241.7758816030328,527.088653612992,22090.598833160213,10223.870354992107
2020-05-05,3746.7047697912,11761.04134321832,2255.5271118605415,526.5666560289368,22239.334059565703,10241.442233699301
2020-05-06,3759.0677200523387,11794.170867058203,2264.4104240904485,522.2400569936896,21963.02604463782,10262.484258223356
2020-05-07,3718.6393584426473,12087.648459785269,2269.5023084016057,518.4330800002695,21876.834573736982,10263.334381954943
2020-05-08,3811.44737384579,12095.887378428608,2245.5666997805115,513.5144936613684,21605.58562227089,10313.57757286157
2020-05-11,3818.2782948795602,12075.560621677067,2241.98157443566,512.2696830920215,21429.74644207351,10242.817187637806
2020-05-12,3824.3644317251265,12031.009711585015,2189.1880301402334,518.7433594478111,21550.495821566452,10374.895870720466
2020-05-13,3854.0325745627024,12012.184788509894,2194.361614090899,514.7226046668154,21408.950448870208,10355.921882983852
2020-05-14,3874.4978433277706,12217.28301415626,2229.7290943027997,515.8471487944935,21356.330533178676,10236.787955788785
2020-05-15,3885.109473941685,11900.338068457411,2194.464917600251,512.6143896732756,21034.71569753762,10257.186395856445
2020-05-18,3856.341230721061,12126.458824710391,2181.1989286104745,511.43379238699964,21080.49579986456,10181.687099990391
2020-05-19,3876.4508299824606,11926.524006677155,2189.96772906625,503.86436148765296,21080.061614620707,10245.709658545073
2020-05-20,3951.344809611531,11895.517096208554,2221.024250486816,502.90430725592347,20942.51183316671,10452.534166170926
2020-05-21,4006.482667177555,11841.381394384902,2210.961965019865,502.0810258496747,20913.283713324374,10381.674881470293
2020-05-22,4072.3166545632425,11932.117628080743,2195.0104191748,504.94433340938605,20957.469327695973,10415.844617462879
2020-05-25,4053.5344917584785,11710.448805645867,2148.3485484087355,506.2232610284765,20803.615360176653,10254.4037099148
2020-05-26,4015.447286283072,11782.422067075511,2151.6523205325398,500.3085883119443,20520.17662402826,10299.370778246372
2020-05-27,4012.4041024565727,12075.706764827857,2200.8451956160243,505.8830178177151,20880.36640421022,10220.359936031928
2020-05-28,4016.6462131745625,11885.416714299969,2208.440187117533,507.0986700894979,20763.10037274462,10165.951731704696
2020-05-29,4062.60433847269,11919.604806592415,2208.7823434698503,508.25685057767555,20752.319735415524,10068.240889537796
2020-06-01,3995.877499168016,11832.069778096255,2217.491363340065,508.3626576927246,20959.90472244253,10137.604636008062
2020-06-02,4058.9943949713793,11899.638545658405,2218.107799232861,505.8830809709316,21670.99095900284,10232.550797316591
2020-06-03,4054.610360421932,11909.512548348202,2199.15815363257,507.13667108197046,21423.451436647083,10237.77417612788
2020-06-04,4039.329301513375,11824.980699162837,2219.9535670261525,509.70069544531407,21523.570906169185,10161.197259771347
2020-06-05,4000.466737572349,11901.304651809416,2226.3545295367844,500.9496661664552,21387.504342599328,10309.608733018496
2020-06-08,3936.264980228648,12166.134593230365,2227.676418124045,498.4010304501842,21286.587234536964,10243.073702380398
2020-06-09,3970.6352881427997,12145.563539292154,2204.6666898132166,497.2798924317262,21149.45873731181,10046.833918735358
2020-06-10,3975.531794864603,12257.753267246977,2237.160362181025,498.70296131189383,20931.75208451422,10091.29619318989
2020-06-11,3926.236755051508,12074.876469309878,2254.412739305311,504.8036495245067,20931.913930140992,9993.986105921786
2020-06-12,3877.352014673402,11943.53518198148,2241.602874825563,501.05931482240936,20647.077144030023,10085.905584671367
2020-06-15,3866.271135877848,12018.407715091309,2267.202144168429,498.7145483991136,20841.049659117692,10054.334286936104
2020-06-16,3932.7331689296393,12239.65929804973,2255.699994637808,496.308080588331,20860.276108733393,10111.97999982711
2020-06-17,3924.490500335355,12299.23412840026,2237.19865662316,492.47892681467374,20952.335265817626,10242.561085093834
2020-06-18,3867.462043183943,12260.409180719138,2219.397861353357,490.9168501675437,20867.92266902522,10134.197556542149
2020-06-19,3859.891754478254,12267.661174314135,2177.047857148525,494.84812320198046,20803.47339671535,10085.619947607694
2020-06-22,3851.2948657742836,12090.946830097735,2189.21094990867,489.78169246849427,20868.62690255858,10081.776926473354
2020-06-23,3749.3554563918096,12185.911350223098,2145.9902476848315,492.0239835614386,20646.19903905764,10224.31270425488
